0.0724	0.0265	0.2448	0.2198	0.0625
0.0899	0.0214	0.4913	0.4865	0.0525
0.0139	0.0063	0.0286	0.0176	0.03
0.0532	0.0155	0.1661	0.0709	0.04
0.0159	0.0036	0.4199	0.4249	0.06
0.0654	0.0184	0.1936	0.0722	0.06
0.0213	0.0478	0.3548	0.3716	0.0675
0.2119	0.068	0.2078	0.1239	0.0575
0.1701	0.0495	0.0872	0.0536	0.1325
0.0998	0.0277	0.0666	0.0471	0.19
