,0
0,710.0
1,810.0
2,750.0
3,700.0
4,625.0
5,750.0
6,670.0
7,850.0
8,620.0
9,710.0
10,760.0
11,730.0
12,680.0
13,720.0
14,890.0
15,570.0
16,790.0
17,1750.0
18,1380.0
19,1130.0
20,1445.0
21,1860.0
22,1400.0
23,1800.0
24,1980.0
25,1700.0
26,2200.0
27,2200.0
28,2200.0
29,730.0
30,880.0
31,910.0
32,710.0
33,735.0
34,2750.0
35,2600.0
36,2481.0
37,2970.0
